candidate_domain,candidate_skills,candidate_years_experience,candidate_education,cv_text,job_domain,job_skills,job_years_required,job_description,relevance_score
Cybersécurité,IAM;Kali Linux;Sécurité réseau;Wireshark,6,Doctorat (PhD),"Profil Cybersécurité avec 6 ans d'expérience. Diplôme : Doctorat (PhD). Expérience professionnelle de 6 ans incluant l'utilisation de IAM, Kali Linux, Sécurité réseau, Wireshark dans des projets Cybersécurité. Qualités personnelles : esprit d'équipe, autonomie, résolution de problèmes.",Finance / Comptabilité,Analyse financière;Modélisation financière;IFRS;Gestion des risques financiers;Audit financier;Power BI;Comptabilité générale;Contrôle de gestion;Excel avancé;Fiscalité,1,"Nous recherchons un profil Finance / Comptabilité justifiant d'au moins 1 ans d'expérience. Compétences requises : Analyse financière, Modélisation financière, IFRS, Gestion des risques financiers, Audit financier, Power BI, Comptabilité générale, Contrôle de gestion, Excel avancé, Fiscalité. Le candidat idéal maîtrise ces technologies et outils dans un contexte Finance / Comptabilité.",59.27
Ressources Humaines,Formation professionnelle;Relations sociales;Entretien annuel;GPEC;Workday,3,Bac+5 (Master / Ingénieur),"Candidat motivé, 3 ans d'expérience en Ressources Humaines, Bac+5 (Master / Ingénieur). Compétences techniques maîtrisées : Formation professionnelle, Relations sociales, Entretien annuel, GPEC, Workday. Domaine principal : Ressources Humaines. Qualités personnelles : esprit d'équipe, créativité, communication.",Ressources Humaines,Droit du travail;SIRH;Gestion des talents;GPEC;Relations sociales;Entretien annuel;SuccessFactors;Onboarding;Paie,0,"Nous recherchons un profil Ressources Humaines justifiant d'au moins 0 ans d'expérience. Compétences requises : Droit du travail, SIRH, Gestion des talents, GPEC, Relations sociales, Entretien annuel, SuccessFactors, Onboarding, Paie. Le candidat idéal maîtrise ces technologies et outils dans un contexte Ressources Humaines.",64.82
Marketing Digital,Community Management;Marketing Automation;HubSpot;Branding;Google Ads;Growth Hacking;Facebook Ads;Marque employeur,3,Bac+5 (Master / Ingénieur),"Profil Marketing Digital avec 3 ans d'expérience. Diplôme : Bac+5 (Master / Ingénieur). Expérience professionnelle de 3 ans incluant l'utilisation de Community Management, Marketing Automation, HubSpot, Branding, Google Ads, Growth Hacking, Facebook Ads, Marque employeur dans des projets Marketing Digital. Qualités personnelles : créativité, autonomie, rigueur.",Marketing Digital,Stratégie digitale;Réseaux sociaux;HubSpot;SEO;Copywriting;Facebook Ads,7,"Offre d'emploi : spécialiste Marketing Digital, expérience minimale de 7 ans. Compétences requises : Stratégie digitale, Réseaux sociaux, HubSpot, SEO, Copywriting, Facebook Ads. Le candidat idéal maîtrise ces technologies et outils dans un contexte Marketing Digital.",41.57
DevOps / Cloud,Networking;Prometheus;GitLab CI;Grafana;CI/CD;Ansible;Monitoring;Vagrant,13,Doctorat (PhD),"Profil DevOps / Cloud avec 13 ans d'expérience. Diplôme : Doctorat (PhD). Expérience professionnelle de 13 ans incluant l'utilisation de Networking, Prometheus, GitLab CI, Grafana, CI/CD, Ansible, Monitoring, Vagrant dans des projets DevOps / Cloud. Qualités personnelles : créativité, gestion du stress, curiosité.",DevOps / Cloud,CI/CD;AWS;Monitoring;GitLab CI;Networking;Azure;Nginx;Prometheus;Kubernetes,1,"Offre d'emploi : spécialiste DevOps / Cloud, expérience minimale de 1 ans. Compétences requises : CI/CD, AWS, Monitoring, GitLab CI, Networking, Azure, Nginx, Prometheus, Kubernetes. Le candidat idéal maîtrise ces technologies et outils dans un contexte DevOps / Cloud.",72.12
Marketing Digital,Google Analytics;Stratégie digitale;HubSpot;Community Management;SEO;Réseaux sociaux,2,Bac+3 (Licence),"Karim, Bac+3 (Licence), 2 ans d'expérience dans le domaine Marketing Digital. Compétences techniques maîtrisées : Google Analytics, Stratégie digitale, HubSpot, Community Management, SEO, Réseaux sociaux. Domaine principal : Marketing Digital. Qualités personnelles : gestion du stress, autonomie, communication.",Finance / Comptabilité,Budgétisation;Contrôle de gestion;Excel avancé;Modélisation financière;Audit financier;Fiscalité;Reporting financier;SAP;Gestion des risques financiers,1,"Poste ouvert dans le domaine Finance / Comptabilité, 1 ans d'expérience minimum requis. Compétences requises : Budgétisation, Contrôle de gestion, Excel avancé, Modélisation financière, Audit financier, Fiscalité, Reporting financier, SAP, Gestion des risques financiers. Le candidat idéal maîtrise ces technologies et outils dans un contexte Finance / Comptabilité.",47.76
Ressources Humaines,Paie;SIRH;Relations sociales;GPEC;Entretien annuel,6,Bac+5 (Master / Ingénieur),"Candidat motivé, 6 ans d'expérience en Ressources Humaines, Bac+5 (Master / Ingénieur). A travaillé pendant 6 ans sur des projets liés à Ressources Humaines, en mettant en œuvre Paie, SIRH, Relations sociales, GPEC, Entretien annuel. Qualités personnelles : adaptabilité, résolution de problèmes, communication.",Ressources Humaines,SuccessFactors;Relations sociales;Droit du travail;Marque employeur;GPEC;Formation professionnelle;Recrutement;Onboarding;Gestion des talents,3,"Nous recherchons un profil Ressources Humaines justifiant d'au moins 3 ans d'expérience. Compétences requises : SuccessFactors, Relations sociales, Droit du travail, Marque employeur, GPEC, Formation professionnelle, Recrutement, Onboarding, Gestion des talents. Le candidat idéal maîtrise ces technologies et outils dans un contexte Ressources Humaines.",57.09
Gestion de Projet,Product Owner;Planification;Roadmap produit;Jira;Gestion des risques;Spring,7,Bac+5 (Master / Ingénieur),"Anis - Bac+5 (Master / Ingénieur) - 7 années d'expérience professionnelle en Gestion de Projet. Expérience professionnelle de 7 ans incluant l'utilisation de Product Owner, Planification, Roadmap produit, Jira, Gestion des risques, Spring dans des projets Gestion de Projet. Qualités personnelles : communication, curiosité, rigueur.",DevOps / Cloud,Grafana;Bash;Helm;Prometheus;Kubernetes;Infrastructure as Code;Docker,3,"Offre d'emploi : spécialiste DevOps / Cloud, expérience minimale de 3 ans. Compétences requises : Grafana, Bash, Helm, Prometheus, Kubernetes, Infrastructure as Code, Docker. Le candidat idéal maîtrise ces technologies et outils dans un contexte DevOps / Cloud.",49.37
Finance / Comptabilité,Excel avancé;Modélisation financière;Fiscalité;Analyse financière;Reporting financier;Power BI;Audit financier;Trésorerie;Comptabilité générale;Gestion des risques financiers;Contrôle de gestion,4,Bac+2 (BTS/DUT),"Salma, Bac+2 (BTS/DUT), 4 ans d'expérience dans le domaine Finance / Comptabilité. Expérience professionnelle de 4 ans incluant l'utilisation de Excel avancé, Modélisation financière, Fiscalité, Analyse financière, Reporting financier, Power BI, Audit financier, Trésorerie, Comptabilité générale, Gestion des risques financiers, Contrôle de gestion dans des projets Finance / Comptabilité. Qualités personnelles : communication, esprit critique, rigueur.",Finance / Comptabilité,Comptabilité générale;Gestion des risques financiers;Power BI;Fiscalité;Excel avancé;Contrôle de gestion;Reporting financier;Analyse financière,5,"Nous recherchons un profil Finance / Comptabilité justifiant d'au moins 5 ans d'expérience. Compétences requises : Comptabilité générale, Gestion des risques financiers, Power BI, Fiscalité, Excel avancé, Contrôle de gestion, Reporting financier, Analyse financière. Le candidat idéal maîtrise ces technologies et outils dans un contexte Finance / Comptabilité.",83.15
Gestion de Projet,Jira;Kanban;Reporting projet;MS Project,4,Bac+3 (Licence),"Profil Gestion de Projet avec 4 ans d'expérience. Diplôme : Bac+3 (Licence). A travaillé pendant 4 ans sur des projets liés à Gestion de Projet, en mettant en œuvre Jira, Kanban, Reporting projet, MS Project. Qualités personnelles : esprit critique, esprit d'équipe, autonomie.",Gestion de Projet,Reporting projet;PMP;Budget projet;Confluence;Scrum;Kanban;Jira;Roadmap produit;Agile;PRINCE2,5,"Nous recherchons un profil Gestion de Projet justifiant d'au moins 5 ans d'expérience. Compétences requises : Reporting projet, PMP, Budget projet, Confluence, Scrum, Kanban, Jira, Roadmap produit, Agile, PRINCE2. Le candidat idéal maîtrise ces technologies et outils dans un contexte Gestion de Projet.",58.87
Data Science / Intelligence Artificielle,Data Visualization;Tableau;NumPy;Keras;Machine Learning,6,Doctorat (PhD),"Bilel - Doctorat (PhD) - 6 années d'expérience professionnelle en Data Science / Intelligence Artificielle. Expérience professionnelle de 6 ans incluant l'utilisation de Data Visualization, Tableau, NumPy, Keras, Machine Learning dans des projets Data Science / Intelligence Artificielle. Qualités personnelles : esprit critique, esprit d'équipe, curiosité.",Ressources Humaines,Relations sociales;Gestion des talents;Onboarding;Workday;SuccessFactors;Entretien annuel;Paie,5,"Nous recherchons un profil Ressources Humaines justifiant d'au moins 5 ans d'expérience. Compétences requises : Relations sociales, Gestion des talents, Onboarding, Workday, SuccessFactors, Entretien annuel, Paie. Le candidat idéal maîtrise ces technologies et outils dans un contexte Ressources Humaines.",45.15
Data Science / Intelligence Artificielle,Spark;Keras;Tableau;Computer Vision;Data Visualization;Airflow;Data Warehousing;Hadoop;TensorFlow,2,Bac+5 (Master / Ingénieur),"Nour, Bac+5 (Master / Ingénieur), 2 ans d'expérience dans le domaine Data Science / Intelligence Artificielle. Compétences techniques maîtrisées : Spark, Keras, Tableau, Computer Vision, Data Visualization, Airflow, Data Warehousing, Hadoop, TensorFlow. Domaine principal : Data Science / Intelligence Artificielle. Qualités personnelles : esprit critique, résolution de problèmes, rigueur.",Data Science / Intelligence Artificielle,Hadoop;SQL;Data Visualization;Spark;Airflow,0,"Poste ouvert dans le domaine Data Science / Intelligence Artificielle, 0 ans d'expérience minimum requis. Compétences requises : Hadoop, SQL, Data Visualization, Spark, Airflow. Le candidat idéal maîtrise ces technologies et outils dans un contexte Data Science / Intelligence Artificielle.",84.11
Finance / Comptabilité,Analyse financière;Gestion des risques financiers;Modélisation financière;Power BI;Budgétisation;Consolidation;Fiscalité;Contrôle de gestion;SAP;Comptabilité générale;Reporting financier,4,Bac+5 (Master / Ingénieur),"Ines - Bac+5 (Master / Ingénieur) - 4 années d'expérience professionnelle en Finance / Comptabilité. Compétences techniques maîtrisées : Analyse financière, Gestion des risques financiers, Modélisation financière, Power BI, Budgétisation, Consolidation, Fiscalité, Contrôle de gestion, SAP, Comptabilité générale, Reporting financier. Domaine principal : Finance / Comptabilité. Qualités personnelles : communication, leadership, gestion du stress.",Ressources Humaines,SuccessFactors;Recrutement;Droit du travail;Marque employeur;Relations sociales;Formation professionnelle;Workday;Entretien annuel;Onboarding;Gestion des talents,1,"Offre d'emploi : spécialiste Ressources Humaines, expérience minimale de 1 ans. Compétences requises : SuccessFactors, Recrutement, Droit du travail, Marque employeur, Relations sociales, Formation professionnelle, Workday, Entretien annuel, Onboarding, Gestion des talents. Le candidat idéal maîtrise ces technologies et outils dans un contexte Ressources Humaines.",53.67
Ressources Humaines,Workday;Droit du travail;Marque employeur;SIRH;GPEC,3,Bac+2 (BTS/DUT),"Karim, Bac+2 (BTS/DUT), 3 ans d'expérience dans le domaine Ressources Humaines. Compétences techniques maîtrisées : Workday, Droit du travail, Marque employeur, SIRH, GPEC. Domaine principal : Ressources Humaines. Qualités personnelles : esprit critique, adaptabilité, esprit d'équipe.",Ressources Humaines,Workday;Droit du travail;Formation professionnelle;Relations sociales;Recrutement;Paie;GPEC;Gestion des talents;SuccessFactors,7,"Poste ouvert dans le domaine Ressources Humaines, 7 ans d'expérience minimum requis. Compétences requises : Workday, Droit du travail, Formation professionnelle, Relations sociales, Recrutement, Paie, GPEC, Gestion des talents, SuccessFactors. Le candidat idéal maîtrise ces technologies et outils dans un contexte Ressources Humaines.",43.77
Data Science / Intelligence Artificielle,Hadoop;Data Visualization;SQL;scikit-learn;Big Data;Computer Vision;Airflow;R;Deep Learning;Machine Learning,8,Bac+2 (BTS/DUT),"Nour, Bac+2 (BTS/DUT), 8 ans d'expérience dans le domaine Data Science / Intelligence Artificielle. Compétences techniques maîtrisées : Hadoop, Data Visualization, SQL, scikit-learn, Big Data, Computer Vision, Airflow, R, Deep Learning, Machine Learning. Domaine principal : Data Science / Intelligence Artificielle. Qualités personnelles : communication, adaptabilité, sens de l'organisation.",Data Science / Intelligence Artificielle,Keras;Data Visualization;Hadoop;NLP;Pandas;Tableau;TensorFlow,2,"Poste ouvert dans le domaine Data Science / Intelligence Artificielle, 2 ans d'expérience minimum requis. Compétences requises : Keras, Data Visualization, Hadoop, NLP, Pandas, Tableau, TensorFlow. Le candidat idéal maîtrise ces technologies et outils dans un contexte Data Science / Intelligence Artificielle.",70.48
Data Science / Intelligence Artificielle,Spark;Keras;Machine Learning;Python;Pandas;Computer Vision;Feature Engineering,2,Doctorat (PhD),"Ahmed - Doctorat (PhD) - 2 années d'expérience professionnelle en Data Science / Intelligence Artificielle. Expérience professionnelle de 2 ans incluant l'utilisation de Spark, Keras, Machine Learning, Python, Pandas, Computer Vision, Feature Engineering dans des projets Data Science / Intelligence Artificielle. Qualités personnelles : gestion du stress, communication, esprit d'équipe.",Data Science / Intelligence Artificielle,scikit-learn;PyTorch;Spark;Statistiques;NumPy;Tableau;A/B Testing,7,"Poste ouvert dans le domaine Data Science / Intelligence Artificielle, 7 ans d'expérience minimum requis. Compétences requises : scikit-learn, PyTorch, Spark, Statistiques, NumPy, Tableau, A/B Testing. Le candidat idéal maîtrise ces technologies et outils dans un contexte Data Science / Intelligence Artificielle.",23.48
Data Science / Intelligence Artificielle,SQL;R;Hadoop;Spark;A/B Testing,2,Bac+2 (BTS/DUT),"Emna - Bac+2 (BTS/DUT) - 2 années d'expérience professionnelle en Data Science / Intelligence Artificielle. A travaillé pendant 2 ans sur des projets liés à Data Science / Intelligence Artificielle, en mettant en œuvre SQL, R, Hadoop, Spark, A/B Testing. Qualités personnelles : leadership, esprit d'équipe, gestion du stress.",Data Science / Intelligence Artificielle,Data Visualization;A/B Testing;Big Data;Deep Learning;Hadoop;TensorFlow;NumPy;Feature Engineering,5,"Poste ouvert dans le domaine Data Science / Intelligence Artificielle, 5 ans d'expérience minimum requis. Compétences requises : Data Visualization, A/B Testing, Big Data, Deep Learning, Hadoop, TensorFlow, NumPy, Feature Engineering. Le candidat idéal maîtrise ces technologies et outils dans un contexte Data Science / Intelligence Artificielle.",36.47
Réseaux / Systèmes,Virtualisation;Switching;Active Directory;Linux;VPN;Routage;Cisco,8,Doctorat (PhD),"Sarra - Doctorat (PhD) - 8 années d'expérience professionnelle en Réseaux / Systèmes. Expérience professionnelle de 8 ans incluant l'utilisation de Virtualisation, Switching, Active Directory, Linux, VPN, Routage, Cisco dans des projets Réseaux / Systèmes. Qualités personnelles : curiosité, esprit critique, autonomie.",Réseaux / Systèmes,VMware;TCP/IP;Active Directory;Supervision réseau;Switching,7,"Nous recherchons un profil Réseaux / Systèmes justifiant d'au moins 7 ans d'expérience. Compétences requises : VMware, TCP/IP, Active Directory, Supervision réseau, Switching. Le candidat idéal maîtrise ces technologies et outils dans un contexte Réseaux / Systèmes.",64.85
